Date,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr),% 1h,% 24h,% 7d
/historical/20130428/,Bitcoin,BTC,"$1,488,566,971.96",$134.21,"11,091,325",,0.64%,--,--
/historical/20130428/,Litecoin,LTC,"$74,637,021.57",$4.3484,"17,164,230",,0.80%,--,--
/historical/20130428/,Peercoin,PPC,"$7,250,186.65",$0.3865,"18,757,362",,-0.93%,--,--
/historical/20130428/,Namecoin,NMC,"$5,995,997.19",$1.1072,"5,415,300",,-0.05%,--,--
/historical/20130428/,Terracoin,TRC,"$1,503,099.40",$0.6469,"2,323,570",,0.61%,--,--
/historical/20130428/,Devcoin,DVC,"$1,424,087.30",$0.0003261,"4,366,620,160",,0.46%,--,--
/historical/20130428/,Novacoin,NVC,"$1,162,266.30",$4.2464,"273,706",,2.14%,--,--
/historical/20130505/,Bitcoin,BTC,"$1,288,693,216.22",$115.91,"11,118,050",,0.43%,2.97%,-13.81%
/historical/20130505/,Litecoin,LTC,"$62,298,217.32",$3.5909,"17,348,954",,0.10%,2.87%,-16.72%
/historical/20130505/,Namecoin,NMC,"$6,290,543.05",$1.1510,"5,465,350",,-1.19%,8.91%,1.64%
/historical/20130505/,Peercoin,PPC,"$5,718,446.46",$0.3037,"18,830,240",,0.31%,2.61%,-22.20%
/historical/20130505/,Feathercoin,FTC,"$2,017,436.23",$0.313,"6,444,650",,-12.81%,-29.71%,--
/historical/20130505/,Freicoin,FRC,"$1,627,438.51",$0.08114,"20,057,908",,-14.89%,-23.15%,--
/historical/20130505/,Terracoin,TRC,"$1,367,162.39",$0.568,"2,407,150",,1.13%,-3.05%,-12.34%
/historical/20130505/,Devcoin,DVC,"$1,052,081.53",$0.0002388,"4,406,170,112",,0.63%,-12.41%,-27.21%
/historical/20130505/,Novacoin,NVC,"$1,015,804.46",$3.6871,"275,503",,1.26%,5.17%,-11.72%
/historical/20130505/,Mincoin,MNC,"$118,657.23",$0.1159,"1,023,701",,0.31%,-60.48%,--
/historical/20130512/,Bitcoin,BTC,"$1,281,982,625.00",$115.00,"11,147,675",,-0.03%,-0.41%,-1.88%
/historical/20130512/,Litecoin,LTC,"$57,513,319.09",$3.2694,"17,591,130",,0.17%,-2.61%,-9.91%
/historical/20130512/,Namecoin,NMC,"$4,674,413.40",$0.8464,"5,522,700",,0.02%,0.61%,-26.82%
/historical/20130512/,Peercoin,PPC,"$4,585,556.07",$0.2427,"18,897,820",,-1.20%,-4.88%,-21.46%
/historical/20130512/,Novacoin,NVC,"$984,531.38",$3.5201,"279,685",,-0.10%,-0.28%,-4.43%
/historical/20130512/,Devcoin,DVC,"$983,447.61",$0.0002208,"4,454,020,096",,0.58%,3.67%,-8.65%
/historical/20130512/,Terracoin,TRC,"$954,262.84",$0.3807,"2,506,930",,-1.02%,-5.49%,-33.23%
/historical/20130512/,Feathercoin,FTC,"$820,221.45",$0.1253,"6,543,450",,-0.48%,-5.69%,-63.30%
/historical/20130512/,Freicoin,FRC,"$748,241.76",$0.03596,"20,807,988",,0.02%,-20.35%,-59.81%
/historical/20130512/,CHNCoin,CNC,"$489,370.40",$0.0966,"5,065,946",,2.83%,-11.26%,--
/historical/20130519/,Bitcoin,BTC,"$1,363,205,019.90",$121.99,"11,174,725",,-0.35%,-1.14%,5.70%
/historical/20130519/,Litecoin,LTC,"$58,760,675.05",$3.3035,"17,787,454",,-0.80%,-0.19%,0.98%
/historical/20130519/,Namecoin,NMC,"$4,789,082.16",$0.8576,"5,584,350",,0.94%,5.72%,0.51%
/historical/20130519/,Peercoin,PPC,"$3,934,412.36",$0.2074,"18,971,716",,-1.26%,15.47%,-14.73%
/historical/20130519/,Novacoin,NVC,"$1,020,004.70",$3.6182,"281,908",,-1.48%,-2.24%,1.88%
/historical/20130519/,Terracoin,TRC,"$934,991.48",$0.3587,"2,606,970",,-0.88%,-4.51%,-6.12%
/historical/20130519/,Devcoin,DVC,"$906,212.77",$0.0002013,"4,502,170,112",,0.08%,3.91%,-8.15%
/historical/20130519/,Feathercoin,FTC,"$833,818.95",$0.1269,"6,572,250",,0.34%,-0.47%,0.72%
/historical/20130519/,Freicoin,FRC,"$711,435.19",$0.03416,"20,827,516",,-0.34%,7.07%,-7.13%
/historical/20130519/,CHNCoin,CNC,"$485,058.81",$0.09515,"5,097,714",,0.76%,-4.04%,-0.39%
/historical/20130526/,Bitcoin,BTC,"$1,495,292,967.14",$133.48,"11,202,375",,-1.16%,1.74%,9.61%
/historical/20130526/,Litecoin,LTC,"$58,458,016.95",$3.2489,"17,993,154",,-0.37%,4.65%,-1.02%
/historical/20130526/,Namecoin,NMC,"$5,251,485.27",$0.9304,"5,644,600",,-2.32%,-1.64%,8.05%
/historical/20130526/,Peercoin,PPC,"$3,612,498.62",$0.1895,"19,059,134",,-6.42%,-9.94%,-9.29%
/historical/20130526/,Novacoin,NVC,"$1,225,595.40",$4.3087,"284,444",,-2.43%,3.43%,18.24%
/historical/20130526/,Devcoin,DVC,"$915,607.00",$0.0002015,"4,542,720,000",,-0.82%,1.54%,-1.00%
/historical/20130526/,Terracoin,TRC,"$842,448.90",$0.3123,"2,697,190",,-3.42%,-9.58%,-12.35%
/historical/20130526/,Freicoin,FRC,"$687,220.00",$0.0327,"21,014,232",,-1.19%,5.72%,-5.50%
/historical/20130526/,Feathercoin,FTC,"$654,331.38",$0.09878,"6,624,450",,-2.47%,-5.59%,-21.17%
/historical/20130526/,CHNCoin,CNC,"$374,915.45",$0.07341,"5,106,866",,-2.95%,-1.54%,-22.36%
/historical/20130602/,Bitcoin,BTC,"$1,373,839,383.45",$122.29,"11,234,075",,1.00%,-5.23%,-9.13%
/historical/20130602/,Litecoin,LTC,"$49,625,738.78",$2.7271,"18,197,154",,0.85%,-3.62%,-16.04%
/historical/20130602/,Namecoin,NMC,"$4,038,794.14",$0.7093,"5,694,100",,0.82%,-5.36%,-24.94%
/historical/20130602/,Peercoin,PPC,"$2,899,779.44",$0.1516,"19,122,498",,1.39%,-5.69%,-23.08%
/historical/20130602/,Novacoin,NVC,"$1,117,980.01",$3.9048,"286,310",,0.93%,-6.74%,-10.46%
/historical/20130602/,Devcoin,DVC,"$674,189.93",$0.0001467,"4,594,120,192",,1.00%,-0.73%,-27.32%
/historical/20130602/,Terracoin,TRC,"$662,838.49",$0.2385,"2,779,550",,1.00%,-11.96%,-25.29%
/historical/20130602/,Feathercoin,FTC,"$545,794.55",$0.08194,"6,661,250",,2.08%,-4.83%,-18.23%
/historical/20130602/,Freicoin,FRC,"$417,750.51",$0.01981,"21,086,442",,1.00%,-20.39%,-39.99%
/historical/20130602/,CHNCoin,CNC,"$287,451.99",$0.05625,"5,109,858",,1.00%,-3.95%,-26.10%
/historical/20130609/,Bitcoin,BTC,"$1,126,642,500.00",$100.00,"11,266,425",,-2.04%,-8.00%,-16.89%
/historical/20130609/,Litecoin,LTC,"$43,858,288.59",$2.3830,"18,404,654",,-1.66%,-7.44%,-11.80%
/historical/20130609/,Namecoin,NMC,"$3,311,798.26",$0.576,"5,749,650",,-2.41%,-6.50%,-17.73%
/historical/20130609/,Peercoin,PPC,"$2,267,778.06",$0.118,"19,218,458",,-1.20%,-1.33%,-20.40%
/historical/20130609/,Novacoin,NVC,"$953,097.98",$3.3050,"288,381",,-1.89%,-6.48%,-14.65%
/historical/20130609/,Feathercoin,FTC,"$852,774.31",$0.126,"6,768,050",,0.33%,17.16%,59.03%
/historical/20130609/,Terracoin,TRC,"$556,761.98",$0.195,"2,855,190",,-2.29%,-3.18%,-17.77%
/historical/20130609/,Devcoin,DVC,"$538,224.93",$0.000116,"4,639,869,952",,-2.06%,-11.04%,-21.43%
/historical/20130609/,Freicoin,FRC,"$344,283.64",$0.01613,"21,345,628",,-2.06%,-2.76%,-19.99%
/historical/20130609/,CHNCoin,CNC,"$260,701.49",$0.051,"5,111,794",,-1.28%,-3.96%,-8.39%
/historical/20130616/,Bitcoin,BTC,"$1,124,306,468.29",$99.51,"11,298,425",,-0.01%,-0.89%,-1.32%
/historical/20130616/,Litecoin,LTC,"$39,617,176.03",$2.1295,"18,603,854",,0.84%,1.31%,-10.92%
/historical/20130616/,Namecoin,NMC,"$2,313,381.58",$0.3951,"5,855,850",,1.27%,-2.70%,-31.91%
/historical/20130616/,Peercoin,PPC,"$2,131,363.14",$0.1105,"19,296,016",,-0.78%,0.16%,-5.51%
/historical/20130616/,Novacoin,NVC,"$943,738.73",$3.2470,"290,648",,-0.29%,-1.17%,-2.72%
/historical/20130616/,Feathercoin,FTC,"$817,909.00",$0.1085,"7,540,700",,0.39%,-5.68%,-13.05%
/historical/20130616/,Terracoin,TRC,"$468,510.18",$0.1602,"2,924,330",,0.08%,-3.21%,-18.49%
/historical/20130616/,Devcoin,DVC,"$411,176.50",$0.00008774,"4,686,519,808",,1.33%,-2.48%,-25.48%
/historical/20130616/,Freicoin,FRC,"$386,099.25",$0.01791,"21,554,378",,-0.01%,1.96%,11.03%
/historical/20130616/,CHNCoin,CNC,"$216,136.99",$0.04179,"5,171,458",,-0.01%,-1.85%,-18.66%
/historical/20130623/,Bitcoin,BTC,"$1,218,626,731.94",$107.60,"11,325,525",,-0.27%,-0.60%,7.69%
/historical/20130623/,Litecoin,LTC,"$58,663,951.67",$3.1172,"18,819,604",,-0.59%,2.78%,47.72%
/historical/20130623/,Namecoin,NMC,"$3,329,217.96",$0.5627,"5,916,000",,-1.19%,0.81%,39.70%
/historical/20130623/,Peercoin,PPC,"$2,358,403.70",$0.1216,"19,396,678",,-0.50%,-2.03%,10.35%
/historical/20130623/,Novacoin,NVC,"$1,042,586.72",$3.4970,"298,137",,-0.55%,0.07%,7.07%
/historical/20130623/,Feathercoin,FTC,"$799,217.02",$0.09899,"8,073,550",,-0.11%,16.47%,-8.82%
/historical/20130623/,Terracoin,TRC,"$416,782.31",$0.1399,"2,979,570",,0.50%,2.07%,-13.00%
/historical/20130623/,Devcoin,DVC,"$407,340.96",$0.00008608,"4,732,120,064",,-0.27%,-4.26%,-4.30%
/historical/20130623/,Freicoin,FRC,"$274,484.38",$0.01259,"21,801,296",,-0.33%,-24.96%,-29.85%
/historical/20130623/,CHNCoin,CNC,"$135,261.23",$0.02582,"5,237,810",,4.10%,-25.48%,-38.17%
/historical/20130630/,Bitcoin,BTC,"$1,096,957,926.58",$96.61,"11,354,025",,-0.53%,1.83%,-9.91%
/historical/20130630/,Litecoin,LTC,"$56,721,517.99",$2.9805,"19,030,604",,0.08%,7.03%,-3.08%
/historical/20130630/,Namecoin,NMC,"$2,995,222.23",$0.5014,"5,973,400",,-1.65%,-1.23%,-11.33%
/historical/20130630/,Peercoin,PPC,"$2,367,684.20",$0.1217,"19,449,710",,0.28%,2.64%,-1.36%
/historical/20130630/,Novacoin,NVC,"$931,437.38",$3.0926,"301,181",,-0.51%,0.75%,-11.35%
/historical/20130630/,Feathercoin,FTC,"$694,353.94",$0.07826,"8,872,700",,0.73%,1.97%,-19.90%
/historical/20130630/,Terracoin,TRC,"$395,910.40",$0.1304,"3,035,450",,-0.27%,3.75%,-5.95%
/historical/20130630/,Devcoin,DVC,"$350,826.66",$0.00007343,"4,777,920,000",,-0.51%,-1.52%,-13.67%
/historical/20130630/,Freicoin,FRC,"$274,804.66",$0.01256,"21,879,664",,-0.51%,-5.45%,-0.12%
/historical/20130630/,Digitalcoin,DGC,"$93,810.47",$0.02619,"3,582,563",,-0.33%,-1.69%,-6.43%
/historical/20130707/,Bitcoin,BTC,"$848,838,935.56",$74.56,"11,384,475",,1.27%,7.20%,-23.21%
/historical/20130707/,Litecoin,LTC,"$51,099,940.90",$2.6566,"19,235,004",,1.16%,6.87%,-11.42%
/historical/20130707/,Namecoin,NMC,"$2,598,102.11",$0.4369,"5,946,293",,-0.42%,-3.99%,-13.82%
/historical/20130707/,Peercoin,PPC,"$2,582,887.38",$0.132,"19,571,310",,0.99%,-2.24%,7.65%
/historical/20130707/,Novacoin,NVC,"$867,500.25",$2.8378,"305,695",,0.30%,1.72%,-8.67%
/historical/20130707/,Feathercoin,FTC,"$711,870.60",$0.07531,"9,452,950",,0.12%,3.21%,-2.24%
/historical/20130707/,Terracoin,TRC,"$519,200.27",$0.167,"3,108,670",,-0.65%,-8.89%,28.08%
/historical/20130707/,Devcoin,DVC,"$276,948.24",$0.00005741,"4,823,869,952",,1.30%,5.72%,-22.65%
/historical/20130707/,Freicoin,FRC,"$223,994.42",$0.01007,"22,244,892",,-3.68%,24.75%,-20.23%
/historical/20130707/,Yacoin,YAC,"$108,880.76",$0.02572,"4,232,722",,1.30%,14.64%,7.09%
/historical/20130714/,Bitcoin,BTC,"$1,080,918,189.52",$94.69,"11,415,175",,1.13%,-2.54%,26.85%
/historical/20130714/,Litecoin,LTC,"$56,527,626.50",$2.9080,"19,438,854",,-0.83%,1.11%,11.13%
/historical/20130714/,Namecoin,NMC,"$3,241,516.48",$0.5397,"6,005,693",,2.86%,-1.36%,24.06%
/historical/20130714/,Peercoin,PPC,"$3,141,319.74",$0.16,"19,629,768",,1.43%,8.77%,22.03%
/historical/20130714/,Novacoin,NVC,"$1,230,893.18",$3.9780,"309,426",,1.21%,-3.64%,41.53%
/historical/20130714/,Feathercoin,FTC,"$825,730.01",$0.08238,"10,023,250",,-0.30%,-4.75%,10.37%
/historical/20130714/,Terracoin,TRC,"$497,606.33",$0.1562,"3,184,870",,2.06%,-3.91%,-8.87%
/historical/20130714/,Devcoin,DVC,"$341,246.54",$0.00007007,"4,869,969,920",,1.23%,-5.68%,23.14%
/historical/20130714/,Digitalcoin,DGC,"$268,640.90",$0.05628,"4,773,045",,0.14%,-4.72%,167.06%
/historical/20130714/,Freicoin,FRC,"$257,105.00",$0.01136,"22,626,586",,3.81%,-10.03%,9.22%
/historical/20130721/,Bitcoin,BTC,"$1,038,799,169.95",$90.76,"11,445,900",,0.48%,0.81%,-3.89%
/historical/20130721/,Litecoin,LTC,"$57,116,054.34",$2.9160,"19,586,904",,0.88%,0.85%,0.98%
/historical/20130721/,Namecoin,NMC,"$2,962,845.61",$0.4883,"6,067,993",,0.06%,-2.71%,-8.25%
/historical/20130721/,Peercoin,PPC,"$2,753,787.82",$0.1398,"19,702,806",,0.48%,-6.31%,-10.69%
/historical/20130721/,Novacoin,NVC,"$1,204,790.03",$3.8517,"312,791",,0.64%,1.91%,-2.97%
/historical/20130721/,Primecoin,XPM,"$1,168,854.58",$1.0437,"1,119,905",,0.17%,16.19%,569.85%
/historical/20130721/,Feathercoin,FTC,"$882,015.91",$0.08077,"10,919,550",,0.48%,0.82%,-2.72%
/historical/20130721/,Terracoin,TRC,"$487,870.61",$0.1497,"3,257,910",,0.54%,-1.59%,-6.02%
/historical/20130721/,Devcoin,DVC,"$254,344.99",$0.00005173,"4,916,620,288",,2.34%,3.96%,-25.99%
/historical/20130721/,Freicoin,FRC,"$244,976.19",$0.01078,"22,717,088",,0.54%,-0.18%,-6.58%
/historical/20130728/,Bitcoin,BTC,"$1,144,602,625.00",$99.76,"11,474,025",,-0.07%,5.77%,10.61%
/historical/20130728/,Litecoin,LTC,"$59,091,798.36",$2.9778,"19,844,180",,-0.30%,3.33%,3.06%
/historical/20130728/,Namecoin,NMC,"$3,755,531.57",$0.6135,"6,121,493",,-0.04%,1.83%,25.53%
/historical/20130728/,Peercoin,PPC,"$2,721,121.82",$0.1377,"19,766,366",,-0.04%,3.17%,-1.64%
/historical/20130728/,Novacoin,NVC,"$1,976,019.96",$6.0103,"328,773",,0.70%,-0.96%,58.21%
/historical/20130728/,Feathercoin,FTC,"$1,013,854.40",$0.08781,"11,546,500",,-0.04%,1.98%,9.25%
/historical/20130728/,Primecoin,XPM,"$904,374.13",$0.7232,"1,250,464",,-0.04%,-1.23%,-27.15%
/historical/20130728/,Terracoin,TRC,"$461,230.76",$0.1317,"3,500,890",,-0.04%,-1.62%,-11.41%
/historical/20130728/,Devcoin,DVC,"$267,289.84",$0.00005387,"4,961,920,000",,-0.04%,-3.67%,5.61%
/historical/20130728/,Freicoin,FRC,"$208,635.46",$0.009078,"22,983,058",,-0.04%,-1.72%,-15.28%
/historical/20130804/,Bitcoin,BTC,"$1,209,792,869.08",$105.14,"11,506,100",,-0.05%,0.57%,6.11%
/historical/20130804/,Litecoin,LTC,"$60,288,260.68",$3.0092,"20,034,580",,0.31%,0.68%,0.96%
/historical/20130804/,XRP,XRP,"$45,983,543.33",$0.005882,"7,817,889,792",,-0.05%,--,--
/historical/20130804/,Namecoin,NMC,"$3,844,310.07",$0.6214,"6,186,543",,0.00%,-0.27%,3.32%
/historical/20130804/,Peercoin,PPC,"$3,194,186.00",$0.1609,"19,855,732",,0.00%,-2.16%,17.64%
/historical/20130804/,Feathercoin,FTC,"$2,066,053.89",$0.1661,"12,436,600",,-4.87%,-14.74%,90.42%
/historical/20130804/,Novacoin,NVC,"$1,855,987.14",$5.4570,"340,114",,-0.38%,-0.37%,-8.16%
/historical/20130804/,Primecoin,XPM,"$889,983.29",$0.6487,"1,371,864",,-0.08%,1.21%,-9.84%
/historical/20130804/,Terracoin,TRC,"$596,396.30",$0.1693,"3,523,110",,-3.11%,-3.88%,29.23%
/historical/20130804/,Devcoin,DVC,"$321,340.28",$0.00006414,"5,010,169,856",,0.00%,0.58%,14.38%
/historical/20130811/,Bitcoin,BTC,"$1,211,789,250.00",$105.00,"11,540,850",,0.11%,1.85%,-0.51%
/historical/20130811/,Litecoin,LTC,"$54,533,789.26",$2.6943,"20,240,430",,0.17%,5.04%,-9.95%
/historical/20130811/,XRP,XRP,"$34,518,516.10",$0.004415,"7,817,889,792",,0.12%,2.23%,-25.21%
/historical/20130811/,Namecoin,NMC,"$4,222,475.34",$0.673,"6,273,643",,-0.57%,3.39%,9.03%
/historical/20130811/,Peercoin,PPC,"$3,159,445.71",$0.1585,"19,927,126",,0.26%,1.61%,-0.81%
/historical/20130811/,Feathercoin,FTC,"$2,001,729.80",$0.1523,"13,147,650",,0.15%,1.64%,-6.72%
/historical/20130811/,Novacoin,NVC,"$1,799,905.11",$5.1460,"349,764",,0.36%,0.45%,-6.06%
/historical/20130811/,Primecoin,XPM,"$1,351,773.92",$0.8832,"1,530,619",,0.08%,3.92%,34.40%
/historical/20130811/,Terracoin,TRC,"$655,735.09",$0.1806,"3,630,870",,-1.02%,-0.07%,5.10%
/historical/20130811/,Devcoin,DVC,"$286,724.52",$0.0000567,"5,056,869,888",,-0.77%,1.46%,-11.08%
/historical/20130818/,Bitcoin,BTC,"$1,313,544,012.50",$113.50,"11,573,075",,-0.16%,0.54%,8.50%
/historical/20130818/,Litecoin,LTC,"$57,197,936.54",$2.7978,"20,444,080",,-0.30%,-0.34%,4.84%
/historical/20130818/,XRP,XRP,"$43,916,495.73",$0.005617,"7,817,889,792",,-2.00%,-0.88%,27.81%
/historical/20130818/,Namecoin,NMC,"$4,320,531.60",$0.681,"6,344,393",,-0.33%,0.39%,1.47%
/historical/20130818/,Peercoin,PPC,"$3,363,135.65",$0.168,"20,021,048",,0.52%,-0.41%,7.53%
/historical/20130818/,Feathercoin,FTC,"$2,041,295.25",$0.1475,"13,834,600",,-0.42%,0.60%,-3.10%
/historical/20130818/,Novacoin,NVC,"$1,890,229.07",$5.2664,"358,922",,-0.22%,-0.43%,2.99%
/historical/20130818/,Primecoin,XPM,"$1,362,819.31",$0.8285,"1,644,834",,3.97%,-6.99%,-5.98%
/historical/20130818/,Terracoin,TRC,"$710,540.21",$0.1952,"3,639,690",,-0.16%,0.21%,7.89%
/historical/20130818/,Infinitecoin,IFC,"$385,870.29",$0.00000528,"73,139,093,504",,-1.24%,35.19%,350.94%
/historical/20130825/,Bitcoin,BTC,"$1,417,199,162.92",$122.11,"11,605,825",,-0.13%,1.67%,6.85%
/historical/20130825/,Litecoin,LTC,"$53,577,769.50",$2.5936,"20,657,380",,-0.38%,-3.29%,-7.70%
/historical/20130825/,XRP,XRP,"$47,719,524.89",$0.006104,"7,817,889,792",,-0.13%,9.90%,5.69%
/historical/20130825/,Namecoin,NMC,"$3,939,439.05",$0.6142,"6,413,743",,-0.63%,-0.78%,-9.96%
/historical/20130825/,Peercoin,PPC,"$3,531,624.24",$0.1758,"20,084,320",,3.25%,4.28%,4.02%
/historical/20130825/,Feathercoin,FTC,"$1,885,131.96",$0.1307,"14,427,900",,0.41%,-0.46%,-11.61%
/historical/20130825/,Novacoin,NVC,"$1,711,800.36",$4.6378,"369,099",,1.15%,-1.78%,-12.58%
/historical/20130825/,Primecoin,XPM,"$1,298,228.08",$0.7378,"1,759,606",,-0.29%,-5.39%,-10.34%
/historical/20130825/,Terracoin,TRC,"$628,218.78",$0.1722,"3,648,690",,-0.13%,-1.82%,-11.66%
/historical/20130825/,Infinitecoin,IFC,"$435,199.15",$0.00000581,"74,946,838,528",,4.64%,-2.58%,9.98%
/historical/20130901/,Bitcoin,BTC,"$1,610,215,304.37",$138.34,"11,639,550",,0.09%,1.35%,13.16%
/historical/20130901/,Litecoin,LTC,"$53,930,594.93",$2.5842,"20,869,430",,-0.61%,-0.85%,-0.35%
/historical/20130901/,XRP,XRP,"$45,239,802.42",$0.005787,"7,817,889,792",,0.07%,1.86%,-5.58%
/historical/20130901/,Namecoin,NMC,"$3,689,125.25",$0.5686,"6,488,343",,-0.31%,-2.39%,-7.68%
/historical/20130901/,Peercoin,PPC,"$3,593,391.71",$0.1785,"20,135,716",,0.94%,--,3.83%
/historical/20130901/,Feathercoin,FTC,"$2,258,187.28",$0.1508,"14,975,650",,0.16%,-2.02%,15.86%
/historical/20130901/,Novacoin,NVC,"$1,552,776.08",$4.0672,"381,781",,0.13%,4.97%,-12.34%
/historical/20130901/,Primecoin,XPM,"$1,167,915.89",$0.6225,"1,876,088",,-1.20%,10.60%,-16.79%
/historical/20130901/,Terracoin,TRC,"$668,094.33",$0.1826,"3,658,610",,1.63%,--,4.97%
/historical/20130901/,Infinitecoin,IFC,"$369,518.55",$0.00000486,"76,056,100,864",,3.95%,5.03%,-18.58%
/historical/20130908/,Bitcoin,BTC,"$1,419,836,114.24",$121.66,"11,670,525",,0.61%,-2.04%,-11.89%
/historical/20130908/,Litecoin,LTC,"$57,470,295.67",$2.7276,"21,069,780",,0.62%,0.81%,5.12%
/historical/20130908/,XRP,XRP,"$48,338,335.15",$0.006183,"7,817,889,792",,0.61%,-0.20%,8.04%
/historical/20130908/,Namecoin,NMC,"$3,845,497.84",$0.5864,"6,557,793",,0.75%,0.69%,2.98%
/historical/20130908/,Peercoin,PPC,"$3,767,600.74",$0.1861,"20,240,704",,-0.95%,-3.98%,4.28%
/historical/20130908/,Feathercoin,FTC,"$2,074,463.63",$0.1338,"15,501,200",,1.53%,-2.28%,-11.60%
/historical/20130908/,Novacoin,NVC,"$1,398,183.32",$3.5963,"388,787",,0.36%,-3.07%,-10.22%
/historical/20130908/,Primecoin,XPM,"$1,015,901.17",$0.511,"1,988,179",,3.82%,-1.88%,-4.12%
/historical/20130908/,Terracoin,TRC,"$602,556.06",$0.163,"3,696,110",,4.78%,-3.53%,-10.28%
/historical/20130908/,Bullion,CBX,"$255,979.70",$0.3406,"751,449",,-0.14%,11.70%,78.81%
/historical/20130915/,Bitcoin,BTC,"$1,526,085,088.84",$130.37,"11,705,800",,0.13%,0.78%,7.45%
/historical/20130915/,Litecoin,LTC,"$56,132,523.21",$2.6400,"21,262,380",,-0.10%,3.13%,-2.67%
/historical/20130915/,XRP,XRP,"$50,595,569.15",$0.006472,"7,817,889,792",,0.50%,1.51%,5.22%
/historical/20130915/,Peercoin,PPC,"$3,944,890.73",$0.1943,"20,308,182",,0.70%,0.46%,3.06%
/historical/20130915/,Namecoin,NMC,"$3,927,493.58",$0.5932,"6,621,043",,-0.08%,0.65%,2.08%
/historical/20130915/,Feathercoin,FTC,"$2,133,923.63",$0.1317,"16,206,150",,0.64%,0.11%,-1.24%
/historical/20130915/,Novacoin,NVC,"$1,416,042.23",$3.5747,"396,124",,0.14%,1.18%,-0.83%
/historical/20130915/,Primecoin,XPM,"$722,530.23",$0.3455,"2,091,378",,2.72%,9.21%,-30.83%
/historical/20130915/,Terracoin,TRC,"$668,634.52",$0.1786,"3,743,610",,-0.47%,-3.51%,10.72%
/historical/20130915/,Devcoin,DVC,"$255,263.41",$0.00004824,"5,291,870,208",,0.14%,-3.08%,4.03%
/historical/20130922/,Bitcoin,BTC,"$1,515,584,678.69",$129.12,"11,737,800",,0.29%,0.95%,-1.03%
/historical/20130922/,XRP,XRP,"$81,353,970.17",$0.01041,"7,817,889,792",,0.24%,6.44%,62.06%
/historical/20130922/,Litecoin,LTC,"$54,299,001.39",$2.5295,"21,466,630",,0.14%,0.14%,-4.08%
/historical/20130922/,Peercoin,PPC,"$3,945,801.26",$0.1937,"20,372,786",,1.08%,2.28%,0.65%
/historical/20130922/,Namecoin,NMC,"$3,801,056.34",$0.5681,"6,690,493",,0.27%,-0.41%,-4.06%
/historical/20130922/,Feathercoin,FTC,"$1,981,195.18",$0.1175,"16,861,350",,0.66%,0.67%,-10.44%
/historical/20130922/,Novacoin,NVC,"$1,879,720.41",$4.6483,"404,387",,0.17%,14.24%,29.94%
/historical/20130922/,Primecoin,XPM,"$665,548.10",$0.3034,"2,193,401",,-3.85%,-3.74%,-8.12%
/historical/20130922/,Terracoin,TRC,"$650,841.12",$0.1704,"3,818,630",,0.27%,4.97%,-2.61%
/historical/20130922/,Bullion,CBX,"$263,310.96",$0.3305,"796,591",,-1.59%,-9.60%,-1.31%
/historical/20130929/,Bitcoin,BTC,"$1,616,584,461.39",$137.34,"11,770,675",,-0.35%,1.29%,6.69%
/historical/20130929/,XRP,XRP,"$100,598,758.00",$0.01287,"7,817,889,792",,-0.35%,-7.54%,24.34%
/historical/20130929/,Litecoin,LTC,"$49,785,014.00",$2.2977,"21,667,342",,-0.89%,1.18%,-8.85%
/historical/20130929/,Peercoin,PPC,"$5,418,264.45",$0.2651,"20,441,174",,-0.42%,0.86%,37.91%
/historical/20130929/,Namecoin,NMC,"$3,517,486.22",$0.5137,"6,848,000",,1.95%,0.37%,-9.20%
/historical/20130929/,Feathercoin,FTC,"$2,028,652.20",$0.1154,"17,584,550",,0.85%,6.11%,-0.94%
/historical/20130929/,Novacoin,NVC,"$1,659,935.08",$4.0227,"412,643",,-3.84%,3.87%,-12.17%
/historical/20130929/,Primecoin,XPM,"$828,380.55",$0.3606,"2,297,115",,-5.55%,-1.43%,16.07%
/historical/20130929/,Terracoin,TRC,"$673,687.59",$0.1758,"3,832,230",,0.32%,1.21%,4.10%
/historical/20130929/,Devcoin,DVC,"$266,161.77",$0.00004944,"5,383,269,888",,2.50%,5.96%,12.28%
/historical/20131006/,Bitcoin,BTC,"$1,522,686,975.00",$129.00,"11,803,775",,0.16%,0.41%,-5.84%
/historical/20131006/,XRP,XRP,"$76,764,377.04",$0.009819,"7,817,889,792",,0.01%,3.44%,-22.34%
/historical/20131006/,Litecoin,LTC,"$47,387,871.44",$2.1672,"21,865,942",,0.39%,0.81%,-6.14%
/historical/20131006/,Peercoin,PPC,"$9,526,224.06",$0.4644,"20,512,972",,-4.58%,-7.52%,77.51%
/historical/20131006/,Namecoin,NMC,"$3,921,037.64",$0.5676,"6,908,100",,-0.11%,1.73%,12.21%
/historical/20131006/,Feathercoin,FTC,"$2,182,887.18",$0.1187,"18,393,050",,-0.57%,3.77%,4.25%
/historical/20131006/,Novacoin,NVC,"$1,764,749.40",$4.1796,"422,229",,-1.68%,3.86%,4.67%
/historical/20131006/,Primecoin,XPM,"$807,006.99",$0.3354,"2,406,103",,0.67%,3.54%,-9.51%
/historical/20131006/,Terracoin,TRC,"$649,240.25",$0.1664,"3,901,450",,0.28%,1.19%,-5.22%
/historical/20131006/,Bullion,CBX,"$282,231.13",$0.3363,"839,108",,-0.97%,4.32%,1.67%
