Date,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24hr),% 1h,% 24h,% 7d
/historical/20160515/,NEM,XEM,"$13,233,613.80",$0.00147,"8,999,999,999","$9,596.43",-0.14%,1.89%,-2.65%
/historical/20160515/,Steem,STEEM,"$10,920,350.35",$0.3741,"29,193,730",$577.91,-0.33%,0.80%,21.81%
/historical/20160522/,Bitcoin,BTC,"$6,842,086,072.31",$439.32,"15,574,150","$39,657,588.00",-0.13%,-0.92%,-4.04%
/historical/20160522/,Ethereum,ETH,"$1,146,980,280.45",$14.29,"80,286,396","$17,938,926.00",0.26%,1.60%,41.99%
/historical/20160522/,XRP,XRP,"$206,991,068.87",$0.005936,"34,868,679,462","$273,758.03",-0.06%,-0.91%,-2.01%
/historical/20160522/,Litecoin,LTC,"$180,377,246.21",$3.9297,"45,901,076","$1,849,722.50",-0.06%,-0.75%,-3.68%
/historical/20160522/,Dash,DASH,"$52,345,239.75",$8.0957,"6,465,778","$308,676.06",0.49%,-1.93%,11.58%
/historical/20160522/,MaidSafeCoin,MAID,"$27,172,567.24",$0.06004,"452,552,412","$271,535.63",-1.56%,3.28%,15.38%
/historical/20160522/,Dogecoin,DOGE,"$23,430,354.62",$0.0002243,"104,442,011,720","$67,026.62",0.03%,-0.98%,-2.59%
/historical/20160522/,DigixDAO,DGD,"$18,525,491.71",$9.2627,"2,000,000","$22,891.61",-0.72%,2.92%,-10.28%
/historical/20160522/,NEM,XEM,"$15,285,271.10",$0.001698,"8,999,999,999","$41,582.99",-0.11%,4.47%,14.12%
/historical/20160522/,Steem,STEEM,"$15,118,964.34",$0.428,"35,322,420","$9,038.76",-0.17%,-2.99%,11.64%
/historical/20160529/,Bitcoin,BTC,"$8,209,057,786.06",$526.23,"15,599,650","$148,737,120.00",0.51%,-0.52%,19.64%
/historical/20160529/,Ethereum,ETH,"$994,351,514.54",$12.35,"80,511,511","$28,598,388.00",-0.46%,4.59%,-13.40%
/historical/20160529/,Litecoin,LTC,"$212,056,265.06",$4.6096,"46,002,976","$7,351,422.00",0.27%,-3.07%,17.39%
/historical/20160529/,XRP,XRP,"$197,443,846.20",$0.005662,"34,868,679,462","$829,451.88",0.28%,-0.32%,-4.56%
/historical/20160529/,The DAO,DAO,"$137,240,494.95",$0.117,"1,172,775,159","$5,084,944.00",0.59%,-5.16%,-34.35%
/historical/20160529/,Dash,DASH,"$53,072,131.66",$8.1893,"6,480,703","$400,554.91",0.10%,2.32%,0.87%
/historical/20160529/,Lisk,LSK,"$37,733,700.87",$0.3773,"100,000,000","$4,810,203.00",-0.92%,8.14%,-86.56%
/historical/20160529/,MaidSafeCoin,MAID,"$28,887,258.08",$0.06383,"452,552,412","$369,391.59",0.60%,10.22%,6.03%
/historical/20160529/,Dogecoin,DOGE,"$24,869,504.91",$0.0002379,"104,534,121,583","$340,638.78",0.37%,1.30%,6.41%
/historical/20160529/,Steem,STEEM,"$18,676,993.53",$0.4506,"41,448,430","$2,714.14",0.38%,-9.51%,1.68%
/historical/20160605/,Bitcoin,BTC,"$8,983,559,297.69",$574.98,"15,624,200","$68,874,080.00",-0.10%,0.10%,7.99%
/historical/20160605/,Ethereum,ETH,"$1,128,278,858.37",$13.98,"80,735,361","$11,088,430.00",0.18%,2.02%,13.05%
/historical/20160605/,Litecoin,LTC,"$221,840,232.96",$4.8129,"46,092,776","$2,257,824.25",0.13%,0.19%,3.10%
/historical/20160605/,XRP,XRP,"$202,093,147.11",$0.005796,"34,868,679,462","$544,201.06",-0.01%,0.17%,2.21%
/historical/20160605/,The DAO,DAO,"$153,418,084.56",$0.1308,"1,172,775,159","$1,372,442.50",0.35%,1.17%,12.90%
/historical/20160605/,Dash,DASH,"$49,244,454.31",$7.5812,"6,495,605","$537,053.44",-0.95%,-6.15%,-8.46%
/historical/20160605/,Lisk,LSK,"$48,962,807.66",$0.4896,"100,000,000","$4,247,845.50",2.95%,9.58%,27.54%
/historical/20160605/,MaidSafeCoin,MAID,"$27,692,389.23",$0.06119,"452,552,412","$130,191.98",-1.14%,0.22%,-3.42%
/historical/20160605/,Dogecoin,DOGE,"$24,756,873.78",$0.0002366,"104,630,952,757","$67,034.24",0.27%,0.08%,-1.80%
/historical/20160605/,DigixDAO,DGD,"$19,862,173.08",$9.9311,"2,000,000","$60,890.18",0.65%,-0.71%,17.09%
/historical/20160612/,Bitcoin,BTC,"$10,529,617,906.55",$672.78,"15,650,825","$277,084,992.00",-1.44%,11.81%,16.58%
/historical/20160612/,Ethereum,ETH,"$1,274,610,934.22",$15.74,"80,959,984","$38,210,312.00",0.67%,11.54%,13.23%
/historical/20160612/,Litecoin,LTC,"$246,401,069.54",$5.3336,"46,198,076","$13,753,186.00",-1.43%,6.60%,9.92%
/historical/20160612/,XRP,XRP,"$204,052,107.98",$0.005852,"34,868,679,462","$1,133,542.50",-0.44%,1.73%,1.04%
/historical/20160612/,The DAO,DAO,"$173,670,354.80",$0.1481,"1,172,775,159","$3,211,204.00",2.07%,9.48%,13.61%
/historical/20160612/,Dash,DASH,"$49,901,720.57",$7.6561,"6,517,874","$897,877.13",-0.21%,-2.42%,-0.40%
/historical/20160612/,Lisk,LSK,"$42,187,070.85",$0.4219,"100,000,000","$4,868,900.00",0.21%,-5.40%,-13.12%
/historical/20160612/,Dogecoin,DOGE,"$28,298,566.69",$0.0002702,"104,727,587,566","$595,447.31",-0.64%,6.39%,14.73%
/historical/20160612/,MaidSafeCoin,MAID,"$23,562,810.60",$0.05207,"452,552,412","$614,155.25",-0.18%,-7.14%,-15.21%
/historical/20160612/,DigixDAO,DGD,"$22,313,842.77",$11.16,"2,000,000","$71,029.98",-2.59%,3.82%,12.45%
/historical/20160619/,Bitcoin,BTC,"$11,974,381,017.76",$763.78,"15,677,775","$136,185,152.00",-0.05%,1.14%,13.89%
/historical/20160619/,Ethereum,ETH,"$993,284,254.98",$12.23,"81,189,099","$69,783,648.00",-1.84%,9.77%,-21.59%
/historical/20160619/,Litecoin,LTC,"$259,003,953.10",$5.5938,"46,302,126","$3,760,239.75",-0.37%,0.66%,3.39%
/historical/20160619/,XRP,XRP,"$239,176,027.60",$0.006813,"35,108,326,973","$2,413,107.25",0.10%,3.36%,16.73%
/historical/20160619/,The DAO,DAO,"$92,825,624.18",$0.07915,"1,172,775,159","$5,215,781.50",-3.88%,10.66%,-45.87%
/historical/20160619/,Dash,DASH,"$52,191,421.82",$7.9892,"6,532,723","$556,703.50",-0.16%,-2.50%,3.32%
/historical/20160619/,NEM,XEM,"$45,039,657.96",$0.005004,"8,999,999,999","$2,144,126.00",2.86%,63.92%,138.08%
/historical/20160619/,Lisk,LSK,"$36,306,253.08",$0.3631,"100,000,000","$1,392,135.50",-2.00%,1.53%,-14.20%
/historical/20160619/,Dogecoin,DOGE,"$35,437,171.39",$0.0003381,"104,821,206,310","$442,660.03",0.66%,4.76%,24.37%
/historical/20160619/,MaidSafeCoin,MAID,"$31,700,528.21",$0.07005,"452,552,412","$195,569.67",-0.75%,-1.67%,34.11%
/historical/20160626/,Bitcoin,BTC,"$9,883,126,979.74",$629.37,"15,703,275","$109,225,360.00",-0.37%,-5.45%,-17.34%
/historical/20160626/,Ethereum,ETH,"$1,127,592,626.86",$13.85,"81,413,484","$14,747,596.00",0.28%,-2.99%,13.66%
/historical/20160626/,XRP,XRP,"$226,212,643.14",$0.0064,"35,345,983,560","$1,236,361.75",-0.01%,-0.27%,-6.41%
/historical/20160626/,Litecoin,LTC,"$189,041,239.72",$4.0743,"46,398,379","$4,480,923.50",-0.40%,-3.74%,-27.04%
/historical/20160626/,The DAO,DAO,"$125,999,559.17",$0.1092,"1,153,836,913","$2,742,697.00",-0.63%,4.94%,38.14%
/historical/20160626/,NEM,XEM,"$61,357,232.74",$0.006817,"8,999,999,999","$919,577.75",0.65%,-6.39%,38.98%
/historical/20160626/,Dash,DASH,"$44,384,031.64",$6.7787,"6,547,607","$275,628.66",-0.90%,-1.50%,-15.89%
/historical/20160626/,MaidSafeCoin,MAID,"$34,521,179.17",$0.07628,"452,552,412","$269,339.00",1.69%,2.89%,8.79%
/historical/20160626/,Lisk,LSK,"$32,354,781.03",$0.3235,"100,000,000","$750,517.63",-1.05%,-9.21%,-10.81%
/historical/20160626/,Dogecoin,DOGE,"$29,890,409.43",$0.0002849,"104,918,222,876","$234,232.59",0.18%,-0.30%,-15.13%
/historical/20160703/,Bitcoin,BTC,"$10,360,448,690.67",$658.66,"15,729,500","$129,511,632.00",-0.71%,-6.10%,3.81%
/historical/20160703/,Ethereum,ETH,"$956,817,431.60",$11.72,"81,638,196","$10,588,737.00",-1.02%,-3.21%,-15.38%
/historical/20160703/,XRP,XRP,"$233,547,238.82",$0.006607,"35,345,971,933","$536,310.81",-0.23%,-1.53%,3.25%
/historical/20160703/,Litecoin,LTC,"$197,792,991.02",$4.2533,"46,503,479","$7,659,710.50",-0.94%,-7.70%,4.15%
/historical/20160703/,The DAO,DAO,"$103,935,618.01",$0.09008,"1,153,836,913","$1,069,507.63",-0.87%,-3.49%,-17.74%
/historical/20160703/,NEM,XEM,"$96,915,964.96",$0.01077,"8,999,999,999","$1,352,364.38",-0.89%,1.37%,59.23%
/historical/20160703/,Dash,DASH,"$46,014,335.66",$7.0117,"6,562,509","$259,776.44",-0.51%,-2.15%,2.57%
/historical/20160703/,MaidSafeCoin,MAID,"$32,178,214.78",$0.0711,"452,552,412","$178,903.92",-1.19%,-0.74%,-5.45%
/historical/20160703/,Lisk,LSK,"$30,140,632.39",$0.3014,"100,000,000","$407,207.94",-1.01%,-2.70%,-8.05%
/historical/20160703/,Dogecoin,DOGE,"$29,637,430.98",$0.0002822,"105,016,389,699","$472,626.75",-0.63%,-7.34%,-0.42%
/historical/20160710/,Bitcoin,BTC,"$10,228,999,687.31",$649.36,"15,752,436","$102,531,800.00",0.17%,-0.47%,-2.10%
/historical/20160710/,Ethereum,ETH,"$896,203,756.86",$10.95,"81,862,861","$5,479,245.00",0.71%,0.41%,-6.89%
/historical/20160710/,XRP,XRP,"$235,903,166.61",$0.006674,"35,345,971,933","$571,047.06",0.19%,0.07%,-2.43%
/historical/20160710/,Litecoin,LTC,"$191,042,722.28",$4.0998,"46,597,754","$3,039,615.00",0.11%,-1.03%,-4.35%
/historical/20160710/,The DAO,DAO,"$114,871,661.70",$0.09956,"1,153,836,913","$617,661.81",0.33%,1.14%,9.96%
/historical/20160710/,NEM,XEM,"$73,353,638.86",$0.00815,"8,999,999,999","$350,326.44",-0.67%,1.21%,-24.88%
/historical/20160710/,Dash,DASH,"$48,860,024.72",$7.4201,"6,584,815","$268,876.97",0.67%,1.20%,4.66%
/historical/20160710/,Steem,STEEM,"$44,511,077.70",$0.5573,"79,868,600","$141,993.98",-6.62%,-4.85%,145.91%
/historical/20160710/,MaidSafeCoin,MAID,"$30,451,358.56",$0.06729,"452,552,412","$205,804.23",0.08%,0.30%,-6.08%
/historical/20160710/,Lisk,LSK,"$29,568,928.48",$0.2957,"100,000,000","$535,277.56",1.13%,5.76%,-2.18%
/historical/20160717/,Bitcoin,BTC,"$10,711,259,364.55",$679.46,"15,764,400","$74,407,904.00",0.34%,2.65%,4.30%
/historical/20160717/,Ethereum,ETH,"$915,977,161.39",$11.16,"82,086,397","$17,921,578.00",-0.95%,-4.22%,2.08%
/historical/20160717/,Steem,STEEM,"$283,447,990.59",$3.2762,"86,516,987","$622,397.25",3.03%,0.02%,444.32%
/historical/20160717/,XRP,XRP,"$231,695,112.22",$0.006538,"35,438,257,609","$529,265.44",-0.05%,-0.33%,-1.98%
/historical/20160717/,Litecoin,LTC,"$195,701,081.37",$4.1899,"46,707,929","$2,155,229.50",0.48%,1.22%,1.50%
/historical/20160717/,The DAO,DAO,"$125,660,442.97",$0.1089,"1,153,836,913","$1,187,696.50",-0.80%,-3.21%,10.35%
/historical/20160717/,NEM,XEM,"$69,484,221.28",$0.00772,"8,999,999,999","$352,704.59",0.90%,-2.38%,-6.43%
/historical/20160717/,Dash,DASH,"$53,579,405.55",$8.1185,"6,599,700","$248,487.53",-0.60%,-1.59%,6.16%
/historical/20160717/,MaidSafeCoin,MAID,"$33,432,189.21",$0.07387,"452,552,412","$152,615.83",-0.06%,-2.53%,9.39%
/historical/20160717/,Lisk,LSK,"$31,546,151.64",$0.3155,"100,000,000","$432,248.50",-0.39%,-1.81%,5.02%
/historical/20160724/,Bitcoin,BTC,"$10,432,243,931.40",$661.28,"15,775,716","$118,184,208.00",0.02%,0.86%,-2.71%
/historical/20160724/,Ethereum,ETH,"$1,049,421,834.74",$12.75,"82,310,956","$77,750,840.00",0.82%,-10.62%,13.19%
/historical/20160724/,Steem,STEEM,"$330,869,587.04",$3.4983,"94,581,162","$418,706.91",-0.33%,-7.28%,7.15%
/historical/20160724/,XRP,XRP,"$223,450,728.68",$0.006286,"35,550,142,696","$315,686.81",-0.08%,-0.46%,-3.83%
/historical/20160724/,Litecoin,LTC,"$190,529,169.85",$4.0707,"46,805,379","$1,839,422.00",0.20%,0.22%,-2.81%
/historical/20160724/,Ethereum Classic,ETC,"$76,439,026.01",$0.9288,"82,297,453","$17,769,310.00",-0.59%,--,--
/historical/20160724/,NEM,XEM,"$61,928,937.20",$0.006881,"8,999,999,999","$227,133.23",0.06%,-3.85%,-10.73%
/historical/20160724/,Dash,DASH,"$60,893,882.10",$9.2060,"6,614,570","$370,757.09",-0.46%,-1.55%,13.13%
/historical/20160724/,MaidSafeCoin,MAID,"$36,537,677.88",$0.08074,"452,552,412","$263,289.47",-0.23%,1.23%,8.72%
/historical/20160724/,Lisk,LSK,"$28,723,785.28",$0.2872,"100,000,000","$1,022,565.63",0.65%,-7.73%,-8.58%
/historical/20160731/,Bitcoin,BTC,"$9,861,863,056.63",$624.68,"15,787,044","$110,817,848.00",-1.07%,-4.64%,-5.49%
/historical/20160731/,Ethereum,ETH,"$980,178,574.36",$11.88,"82,534,792","$25,441,358.00",-0.92%,-4.99%,-8.22%
/historical/20160731/,Steem,STEEM,"$233,585,848.92",$2.3061,"101,291,226","$419,087.81",-2.58%,-5.54%,-34.23%
/historical/20160731/,XRP,XRP,"$211,342,203.09",$0.005945,"35,550,137,658","$648,205.06",-0.29%,-2.87%,-5.33%
/historical/20160731/,Litecoin,LTC,"$188,282,668.69",$4.0138,"46,908,579","$1,921,463.63",-0.66%,-1.49%,-1.23%
/historical/20160731/,Ethereum Classic,ETC,"$148,016,006.41",$1.7985,"82,297,453","$29,167,504.00",0.78%,14.20%,101.47%
/historical/20160731/,Dash,DASH,"$63,022,072.89",$9.5064,"6,629,448","$318,887.28",-0.29%,2.96%,3.27%
/historical/20160731/,NEM,XEM,"$59,920,725.41",$0.006658,"8,999,999,999","$141,659.53",-0.89%,-0.61%,-2.97%
/historical/20160731/,MaidSafeCoin,MAID,"$35,130,597.73",$0.07763,"452,552,412","$169,271.27",-0.44%,-4.10%,-2.26%
/historical/20160731/,Lisk,LSK,"$26,908,704.64",$0.2691,"100,000,000","$610,371.94",-0.01%,-4.20%,-6.57%
/historical/20160807/,Bitcoin,BTC,"$9,364,716,451.72",$592.69,"15,800,352","$82,398,360.00",-0.02%,0.67%,-5.39%
/historical/20160807/,Ethereum,ETH,"$903,023,196.94",$10.91,"82,758,431","$16,550,953.00",-0.49%,0.37%,-8.02%
/historical/20160807/,Steem,STEEM,"$227,716,372.83",$2.1156,"107,635,162","$409,222.94",-0.24%,3.75%,-10.69%
/historical/20160807/,XRP,XRP,"$219,668,406.92",$0.006178,"35,557,883,251","$1,303,098.63",-0.28%,-2.54%,3.88%
/historical/20160807/,Litecoin,LTC,"$177,717,299.32",$3.7803,"47,011,129","$1,335,402.88",0.30%,0.53%,-6.48%
/historical/20160807/,Ethereum Classic,ETC,"$177,588,730.53",$2.1467,"82,727,436","$31,153,916.00",1.07%,-19.64%,17.36%
/historical/20160807/,Dash,DASH,"$68,835,573.22",$10.35,"6,651,656","$458,848.47",-0.03%,-2.27%,6.23%
/historical/20160807/,NEM,XEM,"$45,160,382.52",$0.005018,"8,999,999,999","$246,072.16",0.38%,-6.06%,-24.65%
/historical/20160807/,MaidSafeCoin,MAID,"$38,787,422.71",$0.08571,"452,552,412","$649,226.06",0.39%,-2.83%,10.13%
/historical/20160807/,Nxt,NXT,"$28,347,117.84",$0.02838,"998,999,999","$498,007.59",-0.63%,-3.86%,4.83%
/historical/20160814/,Bitcoin,BTC,"$9,020,855,586.13",$570.47,"15,812,928","$60,851,120.00",0.26%,-2.57%,-3.34%
/historical/20160814/,Ethereum,ETH,"$928,982,349.15",$11.19,"82,983,675","$8,680,159.00",-0.07%,-3.14%,2.57%
/historical/20160814/,XRP,XRP,"$213,138,576.24",$0.005994,"35,558,046,921","$499,047.97",0.12%,-1.53%,-2.73%
/historical/20160814/,Litecoin,LTC,"$171,973,484.85",$3.6502,"47,113,329","$2,655,030.50",0.02%,-1.76%,-3.01%
/historical/20160814/,Steem,STEEM,"$167,525,099.46",$1.4686,"114,070,799","$175,338.02",0.14%,-6.18%,-29.57%
/historical/20160814/,Ethereum Classic,ETC,"$159,903,885.21",$1.9274,"82,963,416","$6,985,296.50",-0.21%,2.86%,-11.16%
/historical/20160814/,Dash,DASH,"$96,545,088.58",$14.48,"6,666,581","$3,708,120.25",2.81%,12.62%,40.78%
/historical/20160814/,NEM,XEM,"$58,439,680.83",$0.006493,"8,999,999,999","$297,574.25",1.49%,0.08%,29.55%
/historical/20160814/,MaidSafeCoin,MAID,"$48,947,096.26",$0.1082,"452,552,412","$1,262,072.50",-0.36%,4.61%,26.51%
/historical/20160814/,Nxt,NXT,"$29,448,466.48",$0.02948,"998,999,994","$211,575.94",0.22%,1.80%,3.51%
/historical/20160821/,Bitcoin,BTC,"$9,199,366,253.98",$581.31,"15,825,288","$38,299,444.00",0.10%,-0.06%,1.97%
/historical/20160821/,Ethereum,ETH,"$930,214,377.38",$11.18,"83,209,627","$4,355,662.00",0.34%,-0.68%,-0.45%
/historical/20160821/,XRP,XRP,"$215,211,153.38",$0.006052,"35,562,073,617","$411,951.88",0.13%,-1.07%,1.03%
/historical/20160821/,Steem,STEEM,"$170,792,140.08",$1.4195,"120,317,642","$199,209.53",-0.17%,-1.30%,-3.27%
/historical/20160821/,Litecoin,LTC,"$170,678,671.10",$3.6151,"47,213,154","$1,321,378.50",0.15%,-0.03%,-0.98%
/historical/20160821/,Ethereum Classic,ETC,"$143,211,573.30",$1.7216,"83,183,776","$1,866,776.13",0.23%,-1.55%,-11.02%
/historical/20160821/,Dash,DASH,"$89,617,608.75",$13.41,"6,681,419","$1,177,947.13",0.72%,1.80%,-7.04%
/historical/20160821/,NEM,XEM,"$56,927,141.26",$0.006325,"8,999,999,999","$85,869.84",-0.23%,-2.81%,-1.85%
/historical/20160821/,MaidSafeCoin,MAID,"$48,183,971.81",$0.1065,"452,552,412","$403,467.31",1.00%,7.92%,-0.79%
/historical/20160821/,Monero,XMR,"$32,235,957.99",$2.5363,"12,709,656","$790,717.00",0.03%,3.80%,26.91%
/historical/20160828/,Bitcoin,BTC,"$9,089,310,800.47",$573.91,"15,837,468","$86,301,632.00",0.08%,0.61%,-1.25%
/historical/20160828/,Ethereum,ETH,"$911,880,561.38",$10.93,"83,434,734","$5,303,044.00",-0.19%,-2.00%,-2.17%
/historical/20160828/,XRP,XRP,"$212,054,036.39",$0.005963,"35,562,730,335","$592,107.50",-0.05%,-0.22%,-1.47%
/historical/20160828/,Litecoin,LTC,"$176,944,387.69",$3.7398,"47,313,529","$2,380,148.50",0.06%,-0.10%,3.50%
/historical/20160828/,Monero,XMR,"$121,421,775.10",$9.5125,"12,764,403","$49,325,764.00",9.86%,85.50%,267.30%
/historical/20160828/,Ethereum Classic,ETC,"$109,972,182.01",$1.3186,"83,403,116","$4,837,513.50",-1.71%,-2.85%,-23.46%
/historical/20160828/,Steem,STEEM,"$99,580,162.62",$0.7841,"126,997,481","$148,231.89",-0.68%,-9.90%,-45.02%
/historical/20160828/,Dash,DASH,"$83,140,741.31",$12.42,"6,696,325","$932,714.88",0.10%,-1.47%,-7.56%
/historical/20160828/,NEM,XEM,"$53,506,813.47",$0.005945,"8,999,999,999","$240,769.81",0.62%,3.95%,-5.65%
/historical/20160828/,MaidSafeCoin,MAID,"$48,072,831.25",$0.1062,"452,552,412","$379,118.91",-1.22%,-4.14%,0.80%
/historical/20160904/,Bitcoin,BTC,"$9,646,839,252.48",$608.63,"15,849,996","$97,942,912.00",0.20%,1.70%,5.97%
/historical/20160904/,Ethereum,ETH,"$977,119,977.50",$11.68,"83,658,124","$7,220,546.50",0.07%,-0.45%,6.63%
/historical/20160904/,XRP,XRP,"$210,268,942.86",$0.005954,"35,316,813,001","$800,373.13",0.20%,-0.29%,-0.10%
/historical/20160904/,Litecoin,LTC,"$190,349,765.67",$4.0144,"47,416,279","$4,834,060.50",0.02%,3.14%,6.86%
/historical/20160904/,Monero,XMR,"$171,660,600.21",$13.39,"12,820,842","$31,169,884.00",-0.05%,20.14%,51.52%
/historical/20160904/,Ethereum Classic,ETC,"$121,859,209.46",$1.4572,"83,623,733","$3,690,742.75",1.61%,8.30%,11.54%
/historical/20160904/,Steem,STEEM,"$110,210,811.32",$0.8239,"133,766,911","$80,505.84",0.43%,-0.03%,6.17%
/historical/20160904/,Dash,DASH,"$76,412,752.45",$11.39,"6,711,170","$966,253.25",-0.16%,1.79%,-9.02%
/historical/20160904/,NEM,XEM,"$50,820,170.43",$0.005647,"8,999,999,999","$114,152.23",-1.03%,-1.35%,-3.89%
/historical/20160904/,MaidSafeCoin,MAID,"$39,937,472.20",$0.08825,"452,552,412","$956,501.44",-0.05%,-6.99%,-17.84%
/historical/20160911/,Bitcoin,BTC,"$9,624,020,831.37",$606.72,"15,862,404","$73,610,840.00",0.19%,-2.74%,-0.09%
/historical/20160911/,Ethereum,ETH,"$976,262,002.27",$11.64,"83,882,609","$8,791,182.00",-0.24%,-3.67%,-0.51%
/historical/20160911/,XRP,XRP,"$206,330,307.65",$0.005842,"35,317,458,440","$533,904.00",0.08%,-0.53%,-1.50%
/historical/20160911/,Litecoin,LTC,"$183,200,116.01",$3.8555,"47,517,179","$2,100,480.75",-0.67%,-2.83%,-3.81%
/historical/20160911/,Monero,XMR,"$137,571,208.59",$10.69,"12,873,623","$15,781,775.00",-0.43%,-12.65%,-17.07%
/historical/20160911/,Ethereum Classic,ETC,"$112,276,984.64",$1.3391,"83,845,250","$4,152,545.75",0.06%,-5.72%,-7.09%
/historical/20160911/,Steem,STEEM,"$90,055,217.99",$0.6411,"140,462,313","$108,111.39",-1.40%,-11.06%,-21.90%
/historical/20160911/,Dash,DASH,"$75,009,259.61",$11.14,"6,733,438","$583,102.00",-0.06%,-2.34%,-2.61%
/historical/20160911/,NEM,XEM,"$51,444,668.32",$0.005716,"8,999,999,999","$53,542.10",-0.22%,-3.19%,1.82%
/historical/20160911/,MaidSafeCoin,MAID,"$45,976,323.62",$0.1016,"452,552,412","$288,523.91",0.26%,-4.73%,12.21%
/historical/20160918/,Bitcoin,BTC,"$9,682,000,956.98",$609.87,"15,875,424","$48,679,400.00",0.03%,0.57%,0.21%
/historical/20160918/,Ethereum,ETH,"$1,045,465,786.96",$12.43,"84,099,911","$22,433,322.00",1.26%,-2.12%,6.37%
/historical/20160918/,XRP,XRP,"$242,976,871.26",$0.006853,"35,457,828,433","$2,231,353.50",0.14%,-2.39%,17.15%
/historical/20160918/,Litecoin,LTC,"$192,536,261.18",$4.0434,"47,617,379","$1,727,834.00",-0.16%,6.11%,4.33%
/historical/20160918/,Monero,XMR,"$122,201,494.30",$9.4530,"12,927,228","$2,709,712.75",0.65%,-2.40%,-11.50%
/historical/20160918/,Ethereum Classic,ETC,"$111,328,023.31",$1.3243,"84,065,846","$1,962,480.63",-0.06%,0.22%,-1.28%
/historical/20160918/,Dash,DASH,"$78,547,263.46",$11.64,"6,748,331","$378,121.25",0.01%,-1.30%,3.60%
/historical/20160918/,Steem,STEEM,"$77,235,476.50",$0.5235,"147,528,170","$78,569.76",0.51%,-1.29%,-19.86%
/historical/20160918/,NEM,XEM,"$46,565,290.07",$0.005174,"8,999,999,999","$106,492.20",0.14%,-1.73%,-10.13%
/historical/20160918/,MaidSafeCoin,MAID,"$43,083,799.84",$0.0952,"452,552,412","$126,436.19",0.38%,3.07%,-6.56%
/historical/20160925/,Bitcoin,BTC,"$9,546,135,306.26",$600.83,"15,888,348","$33,977,840.00",<0.01%,-0.33%,-1.52%
/historical/20160925/,Ethereum,ETH,"$1,104,897,747.33",$13.10,"84,337,836","$5,283,443.00",0.56%,1.92%,4.47%
/historical/20160925/,XRP,XRP,"$278,512,104.82",$0.007855,"35,458,607,580","$4,699,857.00",-1.32%,6.58%,14.69%
/historical/20160925/,Litecoin,LTC,"$181,734,545.77",$3.8084,"47,719,704","$1,540,648.63",0.31%,0.20%,-7.24%
/historical/20160925/,Monero,XMR,"$132,977,788.28",$10.24,"12,980,200","$2,085,392.00",-0.05%,-4.11%,8.42%
/historical/20160925/,Ethereum Classic,ETC,"$102,039,904.95",$1.2106,"84,286,055","$972,036.69",-0.83%,-3.04%,-8.61%
/historical/20160925/,Steem,STEEM,"$93,660,593.31",$0.6048,"154,857,380","$242,209.72",-0.09%,0.54%,16.28%
/historical/20160925/,Dash,DASH,"$78,119,492.66",$11.55,"6,763,187","$293,042.19",-0.24%,0.24%,-1.00%
/historical/20160925/,NEM,XEM,"$45,594,963.24",$0.005066,"8,999,999,999","$46,871.82",0.52%,-2.08%,-2.05%
/historical/20160925/,MaidSafeCoin,MAID,"$38,614,383.06",$0.08533,"452,552,412","$163,852.08",0.25%,-1.22%,-9.07%
/historical/20161002/,Bitcoin,BTC,"$9,713,776,074.59",$610.89,"15,900,972","$39,249,784.00",-0.04%,-0.49%,1.69%
/historical/20161002/,Ethereum,ETH,"$1,116,323,951.45",$13.20,"84,571,855","$4,079,656.50",-0.07%,0.11%,1.66%
/historical/20161002/,XRP,XRP,"$289,655,709.25",$0.008165,"35,475,196,836","$2,072,841.38",0.04%,-0.77%,2.76%
/historical/20161002/,Litecoin,LTC,"$183,737,855.30",$3.8423,"47,819,604","$1,373,629.13",0.05%,-0.14%,1.15%
/historical/20161002/,Monero,XMR,"$108,225,552.56",$8.3042,"13,032,591","$4,709,356.50",-0.42%,12.21%,-19.17%
/historical/20161002/,Ethereum Classic,ETC,"$100,870,077.65",$1.1936,"84,506,881","$983,089.19",-0.14%,0.02%,-1.81%
/historical/20161002/,Dash,DASH,"$79,826,346.61",$11.78,"6,778,019","$418,786.47",-0.41%,0.67%,2.01%
/historical/20161002/,Steem,STEEM,"$71,450,170.29",$0.444,"160,936,509","$128,509.93",-1.91%,-1.25%,-23.68%
/historical/20161002/,MaidSafeCoin,MAID,"$40,210,427.76",$0.08885,"452,552,412","$118,975.93",0.23%,-0.42%,4.69%
/historical/20161002/,NEM,XEM,"$38,802,704.77",$0.004311,"8,999,999,999","$23,396.20",-0.62%,-2.56%,-15.06%
/historical/20161009/,Bitcoin,BTC,"$9,815,153,928.90",$616.75,"15,914,268","$39,243,416.00",-0.02%,-0.37%,0.94%
/historical/20161009/,Ethereum,ETH,"$1,022,262,663.93",$12.05,"84,809,153","$7,208,475.50",-0.01%,-1.40%,-8.74%
/historical/20161009/,XRP,XRP,"$267,594,814.73",$0.007543,"35,475,802,044","$3,390,900.50",0.42%,3.20%,-7.81%
/historical/20161009/,Litecoin,LTC,"$182,812,938.43",$3.8151,"47,917,879","$1,239,070.75",-0.02%,-0.77%,-0.70%
/historical/20161009/,Ethereum Classic,ETC,"$99,022,346.61",$1.1687,"84,729,346","$397,777.44",-0.08%,-1.08%,-2.25%
